ID,HEADLINE,TEXT
414,"Recibe Zapopan tarjetas que ""protegen"" contra virus","La empresa mexicana Truekx de México, dedicada a la moneda digital, trajo a Jalisco un dispositivo que supuestamente previene los contagios de algunas bacterias y virus aerovías, entre ellos el de coronavirus. Se trata de una especie de gafete sanitizante bajo el nombre “Virus Shut Out”, cuya fórmula, hecha de dióxido de cloro, repele y rompe los enlaces del DNA de los virus, aseguran. Delait Rodríguez, director de Truekx de México, mencionó que ""hace un mes"" acudieron a San Diego y observaron que ""mucho del personal médico allá en los hospitales lo traían como gafetes, y de alguna manera tuvimos la oportunidad de traernos una cantidad, como dos mil piezas"". Indicó que no están vendiéndolo, sino que lo ""brindan como apoyo a la sociedad"". La compañía donó 100 de estas tarjetas al DIF Zapopan junto con 20 mil cubrebocas para la atención de la contingencia. Las tarjetas fueron hechas por la compañía manufacturera Fujian Huawing Chemical en la provincia China de Fujian. Según la ficha técnica del producto, éste esteriliza el aire durante un lapso de 30 días sin interrupción y es recomendable para toda la familia. Asegura estar testada y certificada por varios laboratorios extranjeros y tener entre un 40 y 60 por ciento de efectividad. El director de la empresa mencionó para Informador que estas tarjetas son ""un poco polémicas porque hay bases que dicen que sí sirven, otros que no sirven (...) De alguna manera manera puede ayudar, y si no ayuda, no estorba"", argumentó. La iniciativa de verificación de datos Verificado, publicó hace unos días que es falso que funcione como barrera ante el contagio del coronavirus, ante la oferta de varios vendedores de este producto en redes sociales. La tarjeta no ha sido avalada por autoridades de Estados Unidos e incluso se ordenó suspender su venta en Amazon y eBay. Además, la Agencia de Protección Ambiental (EPA, por sus siglas en inglés) ha emitido varias alertas sobre el Virus Shut Out, informando que “no se ha evaluado la seguridad y eficacia de estos Noticia contra los virus”. Cabe mencionar, también, que la Organización Panamericana de la Salud (OPS), alertó sobre los riesgos de la utilización del dióxido de cloro en días pasados: “no [se] recomienda utilizar productos a base de dióxido de cloro por vía oral o parenteral en pacientes con sospecha o diagnóstico de covid-19, ni en ningún otro caso, porque no hay evidencia sobre su eficacia y la ingesta o inhalación de estos productos podría ocasionar graves efectos adversos”."
415,Pablo Iglesias pierde juicio: sí recibió dinero del régimen de Venezuela,"El chavista Pablo Iglesias, quien asumirá el cargo de vicepresidente de España, perdió un juicio en su país luego de que se demostrara que efectivamente recibió dinero del régimen de Nicolás Maduro y lo depositó en cuentas offshore.
Iglesias no pudo demostrar que la información revelada por OKDIARIO es falsa. El medio español publicó un reportaje en el que se hace mención a un pago por 272 325 dólares que habría recibido del Gobierno chavista de Venezuela.
La titular del Juzgado de Primera Instancia número 84 de Madrid desestimó la demanda del secretario general de Podemos contra OKDIARIO y lo condenó a pagar los costos del procedimiento judicial.

“La difusión de una investigación policial sobre la existencia de una cuenta a nombre del demandante en un banco offshore, con sede en un paraíso fiscal, y su relación con la orden de pago y autorización del mismo realizados por autoridades venezolanas no suponen sin más un ataque al honor del demandante”, señala la sentencia.

Se trata de un reportaje publicado en mayo de 2016, donde el medio de comunicación informó que “El Gobierno de Maduro pagó 272 000 dólares a Pablo Iglesias en el paraíso fiscal de Granadinas en 2014”. En el Noticia se hicieron públicos los documentos que demostraban dicha aseveración.
Según la abogada de Iglesias, los documentos eran falsos y para justificarlo se remitía a comunicados del chavismo y del banco involucrado.

La sentencia de la juez señala que «en el momento de publicarse la noticia su contenido y contraste con las fuentes eran suficientes… y, aunque la investigación policial no finalizara no significa que los hechos no tuvieran veracidad necesaria para justificar la publicación, una vez contrastados no con una sino con varias fuentes».

Para Venezuela, Iglesias no es un personaje sin importancia, por el contrario fue un aliado de Hugo Chávez y Maduro, al punto de estar vinculado en casos de lavado de dinero y corrupción en el país suramericano.

Iglesias habría recibido esa cifra en dólares en su cuenta bancaria en el paraíso fiscal de San Vicente y las Granadinas (islas caribeñas), bajo el concepto de pago por supuestas “asesorías para el desarrollo social” de Venezuela. La recepción de la elevada suma se efectuó dos meses después de la fundación del partido Podemos de España.
Por su parte, en 2016 Rafael Isea, exministro de Finanzas de Venezuela de Chávez, declaró a la Unidad de Delincuencia Económica y Fiscal (UDEF) de España, que el expresidente pagó siete millones de euros (7,6 millones de dólares) a la Fundación Podemos.

Isea ratificó ante agentes de la UDEF la veracidad de un documento en el que el exmandatario aprobó destinar dicho dinero para crear en España unas presuntas “fuerzas políticas y movimientos sociales” para propiciar “cambios políticos afines al Gobierno bolivariano”.

Según el diario español ABC, todo esto lo declaró Isea en el Consulado de España en Nueva York, a donde se desplazaron policías españoles que investigan la posible financiación ilegal de Podemos.

En 2017 también salió a la luz pública el presunto financiamiento ilícito del partido español Podemos con dinero de Irán y Venezuela. Enrique Riobóo, propietario de la televisión Canal 33, señaló que los principales miembros de Podemos «venían con los bolsillos dopados de Irán y Venezuela»; dinero con el que también intentaron comprar la planta televisiva.

Riobóo dijo ante el Senado que Iglesias y Juan Carlos Monedero financiaron la campaña política de Podemos y que tanto a Irán como a Venezuela les cobraban a veces en dinero en efectivo con billetes de 500 euros, y otras veces mediante transferencias bancarias."
416,,"Resolucion del Consejo de Europa sobre las Vacunas COVID.
27 de Enero de 2021.
Hoy se ha votado una resolución del Consejo de Europa que PROHIBE a los Estados hacer obligatoria la vacunación contra el covirus o que pueda ser utilizada para Discriminar a los trabajadores o a cualquiera que no se vacune.
Aquí está el texto extraído en puntos concretos y la resolución completa en original y enlace original. 
7.3 con respecto a garantizar una alta aceptación de la vacuna: 7.3.1 garantizar que se informa a los ciudadanos de que la vacunación NO es obligatoria y que no se presiona a nadie política, socialmente o de otra manera para que se vacune si no desea hacerlo por sí mismo; 7.3.2 garantizar que no se discrimina a nadie por no estar vacunado, debido a posibles riesgos para la salud o porque no desea vacunarse; 7.3 con respecto a la garantía de una alta aceptación de la vacuna: 7.3.1 garantizar que se informa a los ciudadanos de que la vacunación NO es obligatoria y que no se presiona a nadie política, socialmente o de cualquier otra forma para que se vacune, si no lo desea; 7.3.2 garantizar que nadie sea discriminado por no haber sido vacunado, debido a posibles riesgos para la salud o por no querer vacunarse;"
417,Pfizer inicia ensayo de vacuna COVID en menores de 12 años,"Pfizer informó este jueves que comenzó un estudio pediátrico de su vacuna contra el COVID-19, un ensayo que finalmente involucrará a más de 4 mil 500 niñas y niños menores de 12 años.

La prueba de dos partes estudiará primero tres niveles de dosis en 144 niñas y niños de 6 meses a 11 años, explicó la compañía en un comunicado el jueves. Una vez que se establezca una dosis adecuada para cada uno de los tres grupos de edad, se inscribirán a 4 mil 500 menores en EU y Europa en la segunda parte del ensayo, que analizará la tolerabilidad de seguridad y la inmunogenicidad de la vacuna. Dos tercios de las niñas y los niños en la segunda fase recibirán la vacuna y el resto recibirá un placebo. Después de seis meses, a todos los participantes se les informará qué dosis recibieron, un proceso llamado desenmascaramiento, y a los que recibieron un placebo se les ofrecerán las inyecciones activas.

La vacuna de ARN mensajero de Pfizer, desarrollada en conjunto con su socio BioNTech, tiene una efectividad de 95 por ciento para prevenir COVID-19 sintomático. La vacuna de dos dosis está actualmente autorizada para uso de emergencia en EU para personas mayores de 16 años.

Pfizer también tiene un ensayo de vacuna en curso en niños de 12 a 15 años que está completamente inscrito con 2 mil 259 participantes. Los resultados iniciales de esa prueba se esperan en las próximas semanas, adelantó un vocero de la empresa.

La vacuna de ARN mensajero de Moderna, también se está probando en niños pequeños. El 16 de marzo, la compañía confirmó que había comenzado un estudio con 6 mil 750 niños en EU y Canadá de 6 meses a menos de 12 años. Actualmente, la vacuna de Moderna tiene una autorización de emergencia para adultos mayores de 18 años, y la compañía también la está estudiando en adolescentes."
418,¿Cómo ha afectado la pandemia del Covid-19 a la salud mental en el mundo?,"Un nuevo estudio liderado por científicos de la Universidad de Basilea (Suiza) ha recopilado datos sobre el impacto del confinamiento por la Covid-19 en 78 países, estableciendo una comparación de los niveles de bienestar entre todos ellos, y ha desvelado los factores más comunes que ayudaron a sobrellevar el encierro, así como los que lo dificultaron.

Al principio de la pandemia, se sabía poco sobre el impacto de un encierro en toda población, pues solo se conocían casos de cuarentenas restringidas en pequeños grupos de personas. ""Por un lado, cambios tan drásticos en las rutinas diarias pueden ser perjudiciales para la salud mental"", explica co-líder del estudio, el profesor Andrew Gloster. ""Por otro lado, debido a que toda la población se vio más o menos igualmente afectada durante el cierre, no quedó claro si este impacto ocurriría realmente"".

Para abordar esta cuestión, Gloster y sus colegas internacionales realizaron una encuesta 'online' en 18 idiomas. En ella, participaron alrededor de 10,000 personas de 78 países, que dieron información sobre su salud mental y la situación general durante el encierro del Covid-19.

Uno de cada diez encuestados reportó bajos niveles de salud mental, que incluía afecto negativo, estrés, conductas depresivas y una visión pesimista de la sociedad. Otro 50 por ciento tenía solo una salud mental moderada, que previamente se ha encontrado como un factor de riesgo para complicaciones adicionales. Estas cifras son coherentes con respecto a otros estudios que abordan el impacto de la pandemia en la salud mental.
Los niveles más bajos de bienestar, en Hong Kong e Italia

En general, las respuestas de los diferentes países encuestados fueron, en gran medida, similares. Sin embargo, aunque ningún país resultó ser ni mejor ni peor en los resultados, hubo algunas diferencias. Por ejemplo, Hong Kong y Turquía informaron de más estrés que otros países; Estados Unidos informó de más síntomas depresivos; y el bienestar fue menor en Hong Kong e Italia. Por otra parte, los participantes de Austria, Alemania y Suiza informaron de un número significativamente menor de emociones negativas (afecto negativo) que el nivel medio en todos los países.

Estas diferencias probablemente se deben a una combinación de casualidad, respuestas específicas de cada país a la pandemia, diferencias culturales y factores como el descontento político. Así, factores como la pérdida de ingresos financieros en comparación con los niveles anteriores al cierre y el no tener acceso a suministros básicos se asociaron sistemáticamente con peores resultados. Por otro lado, las circunstancias que mejoraron consistentemente los resultados fueron tener apoyo social, niveles de educación más altos y poder responder y adaptarse de manera flexible a la situación.

""Las iniciativas de salud pública deben dirigirse a las personas que carecen de apoyo social y a aquellas cuyas finanzas empeoran como resultado del bloqueo"", defiende Gloster. Sobre la base de esos resultados, las intervenciones que promueven la flexibilidad psicológica, como la terapia de aceptación y compromiso, resultan prometedoras cuando se trata de mitigar el impacto de la pandemia y los cierres"", afirma Gloster. Dado el continuo desarrollo gradual de la pandemia y sus consecuencias económicas, la atención a la salud mental de las personas sigue siendo importante."
419,El Gobierno no sabrá el nombre de quien se manifieste contra Sánchez,"La nueva Ley de Telecomunicaciones que estudia el Gobierno de Sánchez no permite intervenir el Whatsapp de ningún usuario. De este modo, el Ejecutivo no tiene acceso a esta conocida aplicación de mensajería para saber dónde te encuentras en cada momento o si acudes a alguna manifestación contra Pedro Sánchez, como dieron a conocer algunos medios.

Entre ellos, Noticiatrabajo.es se hizo eco de estas informaciones que ahora se demuestran erróneas. Ten en cuenta que, además WhatsApp tiene las conversaciones cifradas, por lo que este acceso es imposible.

Una de las fuentes de las que bebió este medio, Okdiario, revela que la intención era controlar el orden público en las calles así como evitar los problemas que ocurren en las manifestaciones, en las que en la mayor parte de las ocasiones tienen que intervenir las Fuerzas de Orden Público.

Es precisamente este periódico digital el que pone nombre a la supuesta intención del Gobierno de controlar los movimientos de los ciudadanos que acudan, por ejemplo, a movilizaciones contra el presidente Pedro Sánchez. Esta información ya queda demostrada errónea. El Gobierno no podrá intervenir la conocida App de mensajería.

Y es que, siempre según asegura Okdiario, en el momento en que se accede a estos servicios móviles para comunicar emergencias o enviar cualquier mensaje, el Gobierno tendría acceso a las localizaciones IPs de los terminales. Pero no, la nueva Ley de Telecomunicaciones no permite al Gobierno entrar en el WhatsApp de los usuarios para saber quién va a las manifestaciones contra Sánchez.

Pero también esta nueva Ley de Telecomunicaciones da vía libre al Estado para intervenir redes o servicios de comunicaciones con la finalidad de comunicar cualquier circunstancia que suponga una alteración del orden público, de la seguridad pública o nacional, así como en el caso de que ocurra una catástrofe.

Posibilidad de saber quién acude a diversas actividades
La identificación a través de la IP de los teléfonos móviles no es sencilla. Pero, en el momento en que el Estado tiene acceso, es una operación que pueden llevar a cabo en cualquier momento que sea necesario, es decir, en situaciones de emergencia nacional. La ubicación de las personas no se puede conocer en ningún momento sin que exista una autorización judicial para ello.

Esta ley establece además que el Gobierno, en caso de necesidad, podrá conocer la ubicación de los ciudadanos cuando realicen una llamada de emergencia. Siguiendo este estándar, implementaría un servicio especial para las alertas de emergencia.

Pero el miedo está, según refleja el periódico digital, y por error nos hicimos eco en nuestro medio digital, en que este acceso a la IP de los terminales móviles repercuta también en que el Gobierno pueda conocer quiénes asisten a las manifestaciones en contra de la gestión de la pandemia que está realizando Pedro Sánchez.

Por triangulación no puede accederse a una dirección IP.

Pero, tal y como informa OkDiario, no es tan sencillo acceder a los datos de los usuarios. Por una parte, es necesario un informe previo de la Comisión Nacional de Mercados y Competencia, y por otro lado porque en caso de que sea necesario intervenir los teléfonos móviles, la orden podría venir tanto del Gobierno como del Ministerio del Interior.

Por eso y además por no ser correcta la información el Gobierno no podrá acceder a tu ubicación en el caso de que acudas a una manifestación.

Por comunicación del medio Maldita hemos suprimido del anterior texto determinadas valoraciones por considerarlas erróneas. Además de ello, se ha modificado el titular a los efectos indicados por Maldita y de acuerdo a los siguientes puntos:

1. El Gobierno no puede saber por la nueva ley de Telecomunicaciones qué personas participan en una manifestación accediendo a su dirección IP a través de WhatsApp

2. La ubicación no se puede conocer sin autorización judicial

3. Por triangulación no se puede acceder a una dirección IP

4. La «intervención» a servicios de mensajería como WhatsApp se refiere al envío de alertas en casos de emergencia y la capacidad para intervenir infraestructuras digitales se fijó por decreto ley en noviembre de 2019"
420,,"Denuncia Pública
Se veía venir... En Gualaceo
Andrés Arauz y su partido politico están buscando un fraude electoral. Ciudadanos Venezolanos y brigadistas Correistas recorren en las afueras de los recintos electorales con papeletas electorales haciendo rayar las papeletas a favor de Arauz. No podemos permitirlo! Basta ya de estos sinverguenzas corruptos que quieren adueñarse del Pais a la mala. Ayuden a denunciar.. Compartan por favor."
421,Vacunación en Boca del Río comenzará en breve: Cuitláhuac,"Boca del Río se convertirá en la terca ciudad más grande en vacunar a sus habitantes mayores de 60 años, luego que en Veracruz y Xalapa comenzó la campaña de vacunación anticovid para este grupo de riesgo.

Durante la conferencia de prensa del gobernador del estado este lunes 15 de marzo, Cuitláhuac García Jiménez confirmó que con el siguiente lote de vacunas se aplicará la primera dosis a los adultos mayores de Boca del Río.
 
LSR-
Comenzó vacunación contra covid a domicilio en el puerto

El gobernador dijo que la fecha de inicio aún está por definirse pero que será esta semana cuando se informen los días y los puntos donde se instalarán los módulos de vacunación en el municipio boqueño.

Junto con Boca del Río, también llegarán las vacunas a Coatepec y a Poza Rica, este último municipio presentó un aumento considerable de contagios en las primeras semanas del año y en una parte del mes de febrero.

La dotación de vacunas con la que se cuenta en el estado alcanza para continuar y terminar la vacunación en las dos ciudades donde ya se aplica. Al respecto de las vacunas, el delegado federal de programas sociales en Veracruz, Manuel Huerta Ladrón de Guevara, confirmó lo dicho por Cuitláhuac García, que las próximas ciudades en recibir la vacuna será Boca del Río, Poza Rica e incluso Orizaba, en las que todavía queda pendiente la fecha, la cual depende del arribo de vacunas.

En estas tres ciudades se llevará a cabo la dinámica similar a Veracruz y Xalapa, con listado por orden alfabético.

Otros municipios que recibirán la vacuna serán Coatepec y Xico, en los que el programa para vacunar será diferente, debido a que no son zonas de alta concentración urbana y la población se encuentra dispersa en localidades.

En la ciudad de Veracruz finalizó la primera parte de la campaña de vacunación por orden alfabético y hasta este lunes continúa la aplicación para personas que no pueden salir de casa o se encuentran postradas en cama, y terminará el martes 16 de marzo.

Hasta el momento en Veracruz se han aplicado más de 55 mil dosis, mientras que en Xalapa se han aplicado cerca de 25 mil inyecciones.

Manuel Huerta mencionó que los municipios que continuarán en la vacunación serían con mayor población rural, como Misantla, San Andrés Tuxtla."
422,,"Como muchos de ustedes recordarán, ayer por la noche se produjo un apagón total en la Ciudad del Vaticano. Recuerden que son muchas las informaciones que circulan acerca de una posible implicación de Italia en el fraude electoral de los Estados Unidos y no solo de Italia, también y principalmente de El Vaticano. Busquen información sobre ello donde quieran porque hay mucha.

SÍGUENOS EN TELEGRAM
Pero hoy nos hemos enterado de algo que nos ha dejado absolutamente impactados, según publica la web canadiense ‘Conservative Beaver‘, el apagón no habría sido casual ya que se rumorea acerca de una posible detención del Papa Francisco por parte de las autoridades italianas con 80 acusaciones tan graves como “posesión de pornografía infantil, trata de personas, incesto, posesión de parafernalia de drogas y fraude por delitos graves”.

Según informa esta misma web, El Papa, quien habría sido detenido junto a otros altos cargos de El Vaticano’, se encontraría actualmente en paradero desconocido, siendo interrogado por agentes federales que trabajan para el estado de Italia e Interpol. Se rumorea que incluso agentes del FBI están viajando hacia Italia para interrogarle, también, una vez las autoridades italianas e Interpol finalicen sus investigaciones. Muchos de ustedes habrán visto que el Papa ha tuiteado en la red social Twitter esta mañana, pero lo ha hecho a través de la aplicación TweetDeck, aplicación que se utiliza para hacer una programación de tuits. Tengan en cuenta que, además, no creemos que el Papa maneje sus propias redes sociales. Aunque hemos de decirles que pongan este tipo de informaciones en cuarentena, es importante recordar que nos encontramos en unos momentos muy delicados en todo el mundo y que se puede esperar cualquier cosa por muy rara e increíble que parezca. Consideramos que esta información es tan importante que deben ustedes conocerla.

Y otra cosa, el Papa lleva desaparecido desde hace días justificando esas ausencias por motivos de salud. En fin, que esto es todo muy raro…"
423,Montero pide medir la potencia de los coches en yeguas y no en caballos,"La ministra de Igualdad del Gobierno del Reino de España, Irene Montero pide medir la potencia de los coches en yeguas y no en caballos.
Así lo han podido corroborar nuestros monos periodistas de fuentes muy poco potables, como de costumbre.
Los monakos no se enteran de nada, pero son entrañables, además para que se les pase la resaca los enviaremos fuera de la redacción.
Corre como la pólvora por los mentideros de Madrid que la proposición no de ley de Unidas Podemos está ya más que preparada para ser enviada al Congreso.
NUESTROS PRIMATES COLABORADORES ACUDEN POR ENÉSIMA VEZ AL CASOPLÓN DE GALAPAGAR PARA ENTREVISTARSE CON IRENE MONTERO:
Nuestros primates colaboradores acuden raudos, ebrios y pizpiretos hasta Galapagar para emborracharse en el casoplón de la familia Iglesias-Montero.
No tardamos mucho en darnos cuenta de que la familia ha escondido los enanitos del jardín para que el Becario Desbocado no los rompa más.
Siempre nos tratan muy bien en esta mansión, todo hay que decirlo. Al César lo que es del César.
Irene Montero nos recibe con un vestido morado, perfecto para el 8M, y nosotros le correspondemos poniéndonos morados de birra caliente.
No tardamos en entrar en harina, parece que la ministra de Igualdad tiene prisa.
«Es fascista, opresor y heteropatriarcal medir la potencia de los coches en caballos y no en yeguas, y eso es lo que nos proponemos cambiar», nos cuenta la ministra de Igualdad.
Montero pide medir la potencia de los coches en yeguas y no en caballos, esto es flipante.
Nos vamos del casoplón con la sensación de que la vida es maravillosa, siempre es un honor visitar Galapagar."
424,Honduras aprueba blindar la prohibición del aborto y el matrimonio gay,"La Constitución hondureña prohíbe el aborto y el matrimonio igualitario, pero su reforma constitucional era posible con el respaldo de dos tercios de los 128 diputados del Congreso unicameral. Una vez ratificada, se necesitará el voto de tres cuartas partes de los congresistas para aprobar los cambios.

“La legislación establece lo que hemos dado en llamar un candado constitucional, para impedir la legalización del aborto en Honduras en los años venideros”, dijo el vicepresidente del Congreso, Mario Pérez, durante la sesión virtual.
La reforma fue aprobada con 88 votos a favor, 28 en contra y siete abstenciones. Para entrar en vigor, aún deberá ser ratificada por, al menos, 86 congresistas en la próxima legislatura a partir de 2022.

“En Honduras se legisla a espaldas de la realidad que viven las mujeres, niñas y adolescentes”, opinó Merary Mendoza de la organización feminista Centro de Estudios de la Mujer de Honduras. “Esa legislación condena permanentemente a las mujeres y niñas embarazadas producto de violaciones”.
Honduras es uno de los pocos países en el mundo que prohíbe el aborto a toda costa, incluso en casos de violación, cuando la vida o la salud de las mujeres embarazadas está en peligro así como en casos de malformación grave del feto.

Además una de cada cuatro niñas ha estado embarazada al menos una vez antes de cumplir los 19 años, el número de abortos inseguros podría ser de entre 51 mil y 82 mil por año, según datos de la ONU.

A fines de 2020, Argentina se convirtió en la cuarta nación de Latinoamérica en legalizar el aborto hasta la semana 14 de gestación.
"
425,"Así funciona la inmunidad de rebaño, pero ¿es viable contra el COVID-19?","La carrera por encontrar la salida a la crisis sanitaria ocasionada por el nuevo coronavirus aún tiene largo camino. Además de medicamentos y vacunas para tratar y prevenir la enfermedad se han puesto sobre la mesas otras fórmulas como la inmunidad de rebaño.

La inmunidad del rebaño ocurre cuando una gran parte de una comunidad (el rebaño) se vuelve inmune a una enfermedad, lo que hace poco probable la propagación de la enfermedad de persona a persona. Como resultado, toda la comunidad se protege, no solo aquellos que son inmunes.

De acuerdo con varios expertos en epidemiología en el mundo, hay muchos matices involucrados en calcular exactamente qué cantidad de la población necesita ser inmune para que surta efecto.

Pero ¿qué tan viable es para protegerse del COVID-19?

Por ejemplo, si el 80 por ciento de una población es inmune a un virus, cuatro de cada cinco personas que se encuentran con alguien que padece la enfermedad no se enfermarán (y no la propagarán más), según datos de la Universidad Johns Hopkins de Estados Unidos.

De esta manera -dicen- la propagación de enfermedades infecciosas se mantiene bajo control. Dependiendo de cuán contagiosa sea una infección, generalmente del 70 al 90 por ciento de una población necesita inmunidad para lograr la inmunidad del rebaño, afirma la Universidad Johns Hopkins.

Para el doctor Hugo López-Gatell, el subsecretario de Salud, el término se refiere a las personas que desarrollan una inmunidad a cierta enfermedad una vez que la haya padecido.

En su explicación a mediados de mayo pasado, comentó que algunas estimaciones calculan que se necesitaría que el 70 por ciento de la población, ya sea de una ciudad, estado o país sea inmune para alcanzar ""el punto crítico de protección de la inmunidad de rebaño"".

Sin embargo, según un Noticia publicado en la revista Immunology, de Randolph y Barreriro, el camino para alcanzar ese objetivo no es tan sencillo ni ético, ya que las consecuencias sociales podrían ser devastadoras. En el Noticia describe los conceptos básicos de la inmunidad de rebaño y analiza su implicación en el contexto actual de la pandemia por COVID-19.

""Existen dos posibles enfoques para alcanzar una inmunidad de grupo contra el SARS-CoV-2: 1) una campaña de vacunación masiva, que requiere el desarrollo de una vacuna efectiva y segura, o 2) la inmunización natural con el virus a lo largo del tiempo. Las consecuencias de este último enfoque son graves: una gran parte de la población necesitaría infectarse con el virus y fallecerían millones de personas"", explica.

¿Es mejor la inmunidad proporcionada por las vacunas que por las infecciones naturales?, se pregunta la Organización Mundial de la Salud (OMS) en un comunicado., en donde responde asimismo que las vacunas son vitales.

""Las vacunas interaccionan con el sistema inmunitario y producen una respuesta inmunitaria similar a la generada por las infecciones naturales, pero sin causar enfermedad ni poner a la persona inmunizada en riesgo de sufrir las posibles complicaciones de esta"", afirma la OMS.

Estos estudios concluyen que en ausencia de un programa de vacunación, no se debería establecer como objetivo final la inmunidad de grupo. Lo que debe hacerse es potenciar las medidas que protegen a los grupos más vulnerables con la esperanza de que la inmunidad colectiva se logre eventualmente sin tener la inmunidad de rebaño como un objetivo principal en sí mismo."
426,"Marihuana, aborto y feminismo: así son las mañaneras sin López Obrador","La secretaria de Gobernación, Olga Sánchez Cordero, toma el relevo del presidente de México para presidir ‘las mañaneras’ intentando no salirse del guion y aportando una serie de temas que el mandatario difícilmente aborda
Los focos y las cámaras ya están encendidos en Palacio Nacional a las siete de la mañana. La secretaria de Gobernación, Olga Sánchez Cordero, se planta frente a ellos, se quita el cubrebocas y comienza a dar el parte sobre la salud del presidente, Andrés Manuel López Obrador. El comentario es breve y nada especializado: “El señor presidente se encuentra muy bien”. México lleva una semana recibiendo su dosis de información gubernamental de la voz de Sánchez Cordero en las conferencias matutinas, mientras el mandatario convalece por covid. Al mismo tiempo, el país está observando que la mañanera –como se conoce a la rueda de prensa presidencial– puede tener otras formas. La funcionaria dedicada a los asuntos internos del país es la primera mujer en ocupar uno de los más altos cargos del Gobierno mexicano. El puesto la ha colocado como sustituta –casi natural– para hablar desde el atril de presidencia. Pero su personalidad y carrera política permiten ver los límites del formato y que la mañanera es un traje a la medida de López Obrador.

Olga Sánchez Cordero ha atendido esta semana cinco conferencias matutinas y ha seguido el guion organizado por el portavoz presidencial, Jesús Ramírez. Un vals que durante dos años se ha seguido al pie de la letra: funcionarios del Gobierno exponen temas de su agenda y después la secretaria responde preguntas. El lunes –su primer día– dudó sobre si debía contestar las preguntas de los reporteros, para el jueves ya extendía los turnos de los periodistas hasta aquellos de la última fila. Sus comentarios y la agenda que aborda han abierto la puerta a temas que bajo la tutela de López Obrador no estarían en una mañanera. “Estoy muy contenta de que se vaya a procesar esta ley sobre la regulación de la cannabis”, ha dicho sobre la legislación del uso de la marihuana. “La Cuarta Transformación es una transformación feminista y hoy tenemos un gabinete paritario”, ha añadido sobre los cuestionamientos al Gobierno para considerar a las mujeres. Los ángulos de sus respuestas son refrescantes para una conferencia habitualmente con una visión sumamente masculina, pero terminan por alinearse con lo estipulado por el presidente, una visión menos progresista.

El miércoles, la imagen fue inédita: Sánchez Cordero acompañada de cuatro funcionarias abordaron temas como la violencia de género y la atención a víctimas de feminicidios. Asuntos que López Obrador ha evitado abordar y que cuando le han sido planteados los atiende con respuestas llenas de desconocimiento, prejuicios y torpeza. La antigua ministra del Supremo mexicano se vio cómoda en un tema que ha abanderado durante toda su carrera y administró a los periodistas una dosis de feminismo. Pero sus comentarios llegaron a un límite cuando un reportero preguntó puntualmente sobre el impulso del Gobierno para una ley federal que despenalice el aborto. “Como el presidente lo ha dicho, esto lo van a decidir las mujeres y sus representantes en los congresos locales, porque ellas tendrán finalmente que tomar la última palabra”, dijo reconociendo que la Administración de López Obrador no se plantea enviar una iniciativa al Congreso. Consciente de lo que representa para las mujeres que un Gobierno de izquierda con mayoría en el Legislativo no gobierne en favor de sus derechos, la secretaria ha añadido un guiño sobre su opinión personal: “Mi posición la conocen, no tengo por qué decir que he cambiado”.
Sánchez Cordero es breve y su lenguaje no es un arma de ataque. Según un análisis de la firma de comunicación política Spin, la secretaria ha tenido conferencias con un promedio de 78 minutos de duración, mientras que López Obrador promedia en los 106 minutos, aunque algunas de sus mañaneras han llegado a las tres horas. Las palabras de la funcionaria están lejos de las del presidente, según la misma firma, ya que en sus intervenciones no emplea términos como conservadores, neoliberales o corrupción. Sus respuestas son concisas y por momentos reconoce que no tiene la respuesta al asunto que se le cuestiona. “Ella es técnica y no tiene un entrenamiento en medios, su tema es la justicia, pero es evidente que no puede contestar todas las preguntas porque no son de su campo”, señala Luis Estrada, director general de Spin.

La mañanera con Olga Sánchez Cordero también ha desvelado una relación con los medios de comunicación diferente a la que López Obrador acostumbra. La exministra evidencia a youtubers que en lugar de preguntas le presentan comentarios que señalan o acusan a terceros. El miércoles pidió la participación de periódicos con importantes trayectorias en México. “¿Alguien de Reforma y de El Universal? Para que podamos también tener a aquí a los diarios más importantes”, dijo entre las risas de los asistentes. Con la secretaria al frente de las conferencias, la información gubernamental en bruto toma protagonismo, mientras ella no desee hacer juicios y pronunciamientos en contra de alguien. Ha sido cuidadosa, quizá en extremo, y ha desnudado la esencia de las mañaneras: un instrumento para difundir el discurso oficial y poco más.

López Obrador comenzó con las mañaneras en el año 2000 cuando gobernaba la Ciudad de México. Entonces, a las seis de la mañana charlaba con los reporteros y algunas televisiones hacían conexiones en directo a sus ruedas de prensa. El político, un spin doctor nato, entendió desde entonces el alcance que sus mensajes podían tener al hacerse con un altavoz diario desde un cargo en el servicio público. Aprendió sobre su impacto en la opinión pública y que son un método para medir las reacciones a sus decisiones. Al llegar a la presidencia en 2018, retomó el formato y lo moldeó según los intereses de su Gobierno hasta convertirlo en un espectáculo que bordea la línea entre la información y la propaganda. Sus opiniones en ellas son las que desvelan el discurso oficial y dan pistas a sus seguidores sobre las pautas a seguir. Las mañaneras están hechas para un solo hombre."
